SeqID	Seq start	Seq stop	Seq length	Domain ID	Model ID	Model start	Model stop	Model size	E-value	Biscore	Accuracy	Species of the template used for the model
YP_500342.1	9	316	488	PF02378	H0DF92_9STAP_9-316	1	302	302	3.7e-100	332.6	0.97	Staphylococcus pettenkoferi VCU012
YP_500342.1	416	454	488	PF00367	S1NHP4_9ENTE_9-47	2	39	39	3.4e-18	62.2	0.97	Enterococcus dispar ATCC 51266
YP_500343.1	18	204	205	PF03279	K2EVG0_9BACT_23-239	4	174	179	1.3e-37	126.8	0.87	uncultured bacterium (gcode 4)
YP_500344.1	121	269	424	PF13365	W5DKE0_WHEAT_58-222	3	139	139	1.7e-39	132.7	0.92	Triticum aestivum
YP_500344.1	332	396	424	PF13180	A0A089K109_9BACL_309-408	2	69	69	4.6e-17	59.4	0.93	Paenibacillus sp. FSL H7-0737
YP_500345.1	28	325	420	PF00579	HMMer-3	3	292	293	2.6e-85	283.6	0.98	HMMer-3 model
YP_500345.1	341	420	420	PF16714	A0A0C4E4T2_MAGP6_450-570	2	81	83	6.5e-19	65.0	0.95	Magnaporthiopsis poae ATCC 64411
YP_500346.1	75	273	301	PF00912	R7JVN4_9CLOT_63-267	10	187	188	1.1e-56	188.6	0.92	Clostridium sp. CAG:277
YP_500348.1	7	31	895	PF04650	Q2FXJ2_STAA8_7-31	1	25	25	2.2e-17	59.7	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500348.1	106	219	895	PF05031	Q2FXJ2_STAA8_343-458	5	113	113	5.7e-18	63.0	0.91	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500348.1	346	458	895	PF05031	Q2FXJ2_STAA8_343-458	2	112	113	2.4e-21	73.9	0.94	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500348.1	548	651	895	PF05031	Q2FZF0_STAA8_343-451	3	105	106	1.2e-20	71.7	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500350.1	4	555	555	PF01268	HMMer-3	2	554	554	7e-267	883.4	0.99	HMMer-3 model
YP_500351.1	59	458	568	PF00501	H6NR03_9BACL_52-465	1	394	395	8.7e-102	338.7	0.97	Paenibacillus mucilaginosus 3016
YP_500351.1	468	546	568	PF13193	HMMer-3	1	76	76	1.2e-23	81.3	0.95	HMMer-3 model
YP_500352.1	32	142	210	PF00583	F2F8U1_SOLSS_32-142	2	110	110	8.4e-46	151.9	0.99	Solibacillus silvestris StLB046
YP_500353.1	27	310	389	PF00850	B9DN80_STACT_25-323	2	281	283	1.6e-87	290.9	0.99	Staphylococcus carnosus subsp. carnosus TM300
YP_500354.1	4	49	329	PF00356	HMMer-3	1	46	46	2.7e-19	66.1	0.99	HMMer-3 model
YP_500354.1	61	326	329	PF00532	I7KH49_9LACT_63-329	2	264	265	5e-60	200.8	0.96	Lactococcus raffinolactis 4877
YP_500356.1	9	86	363	PF01817	HMMer-3	1	75	75	3.8e-21	72.6	0.98	HMMer-3 model
YP_500356.1	94	358	363	PF00793	HMMer-3	6	267	275	1.8e-86	286.8	0.96	HMMer-3 model
YP_500358.1	28	147	505	PF06295	Q1LU55_BAUCH_6-128	2	106	121	0.00038	18.1	0.85	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)
YP_500359.1	7	106	163	PF06103	Q39RX5_GEOMG_6-107	1	99	100	1.1e-33	112.6	0.99	Geobacter metallireducens GS-15
YP_500360.1	3	102	437	PF01225	HMMer-3	1	87	88	1.8e-23	80.0	0.91	HMMer-3 model
YP_500360.1	106	275	437	PF08245	Q03GC5_PEDPA_109-278	1	168	169	1e-40	137.2	0.97	Pediococcus pentosaceus ATCC 25745
YP_500360.1	295	378	437	PF02875	D8IW65_HERSS_310-407	1	78	82	1.1e-31	105.8	0.94	Herbaspirillum seropedicae SmR1
YP_500361.1	816	914	1274	PF17854	F9DW59_9BACL_439-537	1	99	99	2.6e-35	117.8	0.99	Sporosarcina newyorkensis 2681
YP_500361.1	937	1157	1274	PF01580	R6C9W8_9FIRM_662-925	2	223	225	1.3e-66	221.7	0.94	Ruminococcus sp. CAG:579
YP_500361.1	1205	1267	1274	PF09397	HMMer-3	2	63	63	7.4e-28	93.5	0.97	HMMer-3 model
YP_500362.1	20	88	198	PF14794	Q2FXI8_STAA8_20-88	1	69	69	1e-49	163.5	1.0	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500362.1	93	193	198	PF01588	E2CF81_9RHOB_45-147	2	100	100	3.1e-32	108.4	0.95	Roseibium sp. TrichSKD4
YP_500363.1	1	264	285	PF07285	HMMer-3	1	263	264	4.7e-124	410.5	0.99	HMMer-3 model
YP_500364.1	9	99	103	PF14595	A4AVX7_MARSH_45-174	4	87	90	1.6e-21	73.7	0.93	Maribacter sp. HTCC2170
YP_500365.1	49	339	358	PF05343	HMMer-3	1	292	292	6.4e-99	328.0	0.97	HMMer-3 model
YP_500366.1	33	100	103	PF03413	Q65G15_BACLD_28-100	2	71	71	2.6e-20	69.6	0.97	Bacillus licheniformis DSM 13 = ATCC 14580
YP_500367.1	51	251	280	PF00753	D7B2G5_NOCDD_63-279	2	179	191	1.3e-28	97.2	0.8	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
YP_500368.1	37	206	214	PF02390	HMMer-3	2	173	173	7.6e-51	169.4	0.9	HMMer-3 model
YP_500369.1	1	188	241	PF01636	G6EQB1_STRTR_7-218	8	192	192	1.5e-38	130.2	0.96	Streptococcus thermophilus CNCM I-1630
YP_500370.1	30	252	282	PF01063	F2F7S3_SOLSS_30-252	1	220	222	4e-43	145.6	0.96	Solibacillus silvestris StLB046
YP_500371.1	81	463	469	PF01546	I3ECC7_BACMT_84-470	2	298	299	3.2e-63	211.7	0.93	Bacillus methanolicus MGA3
YP_500372.1	7	73	140	PF12732	E8JZ58_9STRE_4-81	4	67	76	8.6e-09	33.3	0.91	Streptococcus infantis ATCC 700779
YP_500373.1	1	55	231	PF01479	R6ILD3_9CLOT_7-62	1	54	54	1.8e-14	50.8	0.96	Clostridium sp. CAG:217
YP_500373.1	62	206	231	PF00849	A0A0N1MRZ4_9GAMM_69-287	1	148	150	2.5e-36	122.3	0.96	Pseudoalteromonas porphyrae
YP_500374.1	34	462	553	PF03023	A4EVB2_9RHOB_31-495	5	389	389	1.5e-64	216.1	0.83	Roseobacter sp. SK209-2-6
YP_500375.1	2	412	422	PF03486	HMMer-3	2	408	409	3e-155	514.3	0.98	HMMer-3 model
YP_500376.1	4	28	2186	PF04650	Q2FW95_STAA8_4-28	1	25	25	1.7e-15	53.6	0.96	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500376.1	672	739	2186	PF07564	Q5HNF3_STAEQ_640-707	1	68	68	1.2e-29	99.6	0.99	Staphylococcus epidermidis RP62A
YP_500376.1	734	810	2186	PF07564	HMMer-3	1	77	77	9.5e-20	67.9	0.98	HMMer-3 model
YP_500376.1	826	893	2186	PF07564	Q5HNF3_STAEQ_1410-1477	1	68	68	5.8e-21	71.9	0.99	Staphylococcus epidermidis RP62A
YP_500376.1	903	969	2186	PF07564	Q5HNF3_STAEQ_2334-2401	2	67	67	1.3e-23	80.5	0.98	Staphylococcus epidermidis RP62A
YP_500376.1	980	1046	2186	PF07564	Q5HNF3_STAEQ_2334-2401	1	66	67	1.1e-23	80.7	0.98	Staphylococcus epidermidis RP62A
YP_500376.1	1057	1124	2186	PF07564	Q5HNF3_STAEQ_2411-2478	3	67	68	2.2e-16	57.2	0.98	Staphylococcus epidermidis RP62A
YP_500376.1	1134	1201	2186	PF07564	Q5HNF3_STAEQ_2411-2478	1	67	68	1.6e-23	80.2	0.99	Staphylococcus epidermidis RP62A
YP_500376.1	1211	1278	2186	PF07564	Q5HNF3_STAEQ_2411-2478	1	68	68	5.8e-20	68.7	0.99	Staphylococcus epidermidis RP62A
YP_500376.1	1273	1349	2186	PF07564	HMMer-3	1	75	77	6.2e-18	62.1	0.97	HMMer-3 model
YP_500376.1	1366	1432	2186	PF07564	Q5HNF3_STAEQ_1795-1862	1	67	67	2.7e-19	66.6	0.99	Staphylococcus epidermidis RP62A
YP_500376.1	1442	1509	2186	PF07564	Q5HNF3_STAEQ_1410-1477	2	68	68	4.9e-21	72.1	0.98	Staphylococcus epidermidis RP62A
YP_500376.1	1519	1586	2186	PF07564	Q5HNF3_STAEQ_2257-2324	1	67	68	1.1e-19	67.9	0.99	Staphylococcus epidermidis RP62A
YP_500376.1	1596	1663	2186	PF07564	Q2FW95_STAA8_1622-1689	3	68	68	2.7e-14	50.6	0.97	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500376.1	1673	1740	2186	PF07564	Q5HNF3_STAEQ_1410-1477	3	68	68	2e-14	51.0	0.98	Staphylococcus epidermidis RP62A
YP_500376.1	1750	1816	2186	PF07564	Q2FW95_STAA8_1776-1843	1	67	67	1.4e-16	57.7	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500376.1	1827	1894	2186	PF07564	Q2FXH4_STAA8_1827-1894	1	68	68	2.9e-45	149.6	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500376.1	1904	1971	2186	PF07564	Q2FXH4_STAA8_1904-1971	1	68	68	9e-39	128.8	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500376.1	1966	2042	2186	PF07564	HMMer-3	1	73	77	5.1e-05	20.7	0.93	HMMer-3 model
YP_500377.1	7	95	103	PF00581	Q5YUF7_NOCFA_121-213	5	87	88	2.4e-23	79.7	0.94	Nocardia farcinica IFM 10152
YP_500378.1	16	607	805	PF00133	A0A0F2P0P4_9GAMM_32-648	1	583	585	6.8e-176	583.6	0.84	Gammaproteobacteria bacterium BRH_c0
YP_500378.1	656	761	805	PF08264	Q26HL1_FLABB_863-1004	3	107	107	5.5e-34	113.9	0.98	Flavobacteria bacterium BBFL7
YP_500379.1	7	387	393	PF01306	L0M6U0_ENTBF_1-413	1	382	389	1.4e-54	182.8	0.9	Enterobacteriaceae bacterium strain FGI 57
YP_500380.1	37	213	317	PF04055	A8J2R6_CHLRE_146-322	6	166	168	1.3e-28	97.8	0.91	Chlamydomonas reinhardtii
YP_500380.1	218	301	317	PF16199	R5D4I6_9FIRM_208-288	1	83	84	1.7e-30	102.3	0.98	Firmicutes bacterium CAG:555
YP_500381.1	2	53	187	PF03848	R6CRT3_9CLOT_3-68	26	62	63	6e-06	23.8	0.83	Clostridium sp. CAG:242
YP_500381.1	47	184	187	PF06962	HMMer-3	1	137	137	3.3e-49	163.7	0.97	HMMer-3 model
YP_500382.1	35	93	133	PF01047	H0DKF4_9STAP_35-93	1	59	59	3.2e-37	123.8	0.99	Staphylococcus pettenkoferi VCU012
YP_500385.1	8	244	275	PF12146	HMMer-3	2	239	239	4.3e-43	144.6	0.96	HMMer-3 model
YP_500387.1	45	294	333	PF01619	Q9K9A9_BACHD_46-301	2	249	250	2.6e-62	208.2	0.97	Bacillus halodurans C-125
YP_500388.1	11	150	154	PF00885	HMMer-3	2	140	141	4e-61	202.3	0.98	HMMer-3 model
YP_500389.1	7	197	393	PF00926	HMMer-3	2	192	192	8.4e-81	267.5	0.99	HMMer-3 model
YP_500389.1	208	368	393	PF00925	U4KPB0_9MOLU_199-365	3	164	164	4.9e-63	209.0	0.97	Acholeplasma brassicae
YP_500390.1	3	86	210	PF00677	E4L0Y6_9FIRM_6-89	1	84	84	2.4e-27	92.2	0.99	Peptoniphilus harei ACS-146-V-Sch2b
YP_500390.1	100	183	210	PF00677	C3W9U4_FUSMR_102-186	1	84	84	5.9e-27	90.9	0.99	Fusobacterium mortiferum ATCC 9817
YP_500391.1	11	124	334	PF18785	A0A0U1MAE0_TALIS_54-195	8	110	120	8.1e-29	97.3	0.9	Talaromyces islandicus
YP_500391.1	129	301	334	PF01872	B7K3F4_CYAP8_151-356	1	170	174	8.6e-47	156.8	0.96	Rippkaea orientalis PCC 8801
YP_500392.1	4	159	500	PF13454	HMMer-3	1	155	156	8.7e-32	107.6	0.91	HMMer-3 model
YP_500392.1	193	456	500	PF06585	A0A0L0BWB3_LUCCU_6-250	50	210	221	0.00029	18.0	0.86	Lucilia cuprina
YP_500393.1	8	66	104	PF12840	A0A0N0TK65_9ACTN_73-133	2	59	59	7.7e-22	74.5	0.98	Micromonospora sp. NRRL B-16802
YP_500394.1	5	427	430	PF02040	HMMer-3	1	422	423	3.9e-189	626.6	1.0	HMMer-3 model
YP_500395.1	6	128	131	PF01451	C6CYE5_PAESJ_7-137	1	124	124	8.5e-39	130.5	0.98	Paenibacillus sp. JDR-2
YP_500396.1	132	259	284	PF01832	E6M6J7_STALU_131-261	2	125	127	1.2e-48	162.1	0.98	Staphylococcus lugdunensis M23590
YP_500398.1	1	156	156	PF07638	F0SMW5_RUBBR_10-203	13	176	178	1.6e-23	80.7	0.9	Rubinisphaera brasiliensis DSM 5305
YP_500399.1	19	142	147	PF06338	Q2FXF1_STAA8_5-146	3	126	127	5e-29	98.1	0.97	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500400.1	14	129	147	PF10190	A0A0L0NUS1_9ASCO_37-157	34	108	110	4e-05	21.2	0.87	[Candida] auris
YP_500401.1	74	203	211	PF02517	K9S9F2_9CYAN_13-183	3	130	131	6.1e-26	88.4	0.84	Geitlerinema sp. PCC 7407
YP_500402.1	9	208	237	PF00923	B9E7N3_MACCJ_8-235	1	196	198	1e-44	150.2	0.95	Macrococcus caseolyticus JCSC5402
YP_500404.1	5	115	121	PF02537	E0SET2_DICD3_6-122	2	112	113	3.4e-31	105.1	0.96	Dickeya dadantii 3937
YP_500405.1	6	114	117	PF02537	A8LA01_FRASN_4-112	1	107	107	1.7e-24	83.4	0.92	Frankia sp. EAN1pec
YP_500408.1	12	259	277	PF00248	A1T5Z1_MYCVP_12-264	1	245	245	2.8e-83	276.5	0.96	Mycolicibacterium vanbaalenii PYR-1
YP_500409.1	5	78	302	PF16118	U6K9E7_9EIME_1-83	8	68	83	1.6e-05	22.0	0.9	Eimeria mitis
YP_500409.1	109	248	302	PF08378	B9DN18_STACT_107-256	1	139	140	5.2e-47	157.0	0.98	Staphylococcus carnosus subsp. carnosus TM300
YP_500410.1	5	16	397	PF00438	U5RTF1_9CLOT_2-13	2	12	12	0.00017	18.3	0.96	Clostridium autoethanogenum DSM 10061
YP_500410.1	10	163	397	PF00438	R5WA33_9FIRM_1-136	1	140	141	1.5e-65	217.3	0.95	Coprococcus eutactus CAG:665
YP_500410.1	162	253	397	PF02772	H1VMX0_COLHI_1-82	2	94	94	6.2e-41	136.2	0.98	Colletotrichum higginsianum IMI 349063
YP_500410.1	246	385	397	PF02773	G4EMG3_MYCIO_225-364	1	140	140	1.9e-77	255.6	1.0	Mycoplasma iowae 695
YP_500411.1	20	483	530	PF01293	HMMer-3	4	464	465	5.3e-222	734.9	0.98	HMMer-3 model
YP_500412.1	12	130	161	PF01797	HMMer-3	2	121	121	1.1e-38	129.4	0.98	HMMer-3 model
YP_500413.1	57	243	248	PF00326	F2F7Q3_SOLSS_62-263	9	189	190	9.1e-27	91.4	0.9	Solibacillus silvestris StLB046
YP_500414.1	27	121	157	PF00293	Q65FV0_BACLD_22-133	3	79	96	1.2e-15	54.8	0.87	Bacillus licheniformis DSM 13 = ATCC 14580
YP_500415.1	2	68	85	PF01809	Q8Y6L4_LISMO_2-68	1	67	67	3e-36	120.7	0.99	Listeria monocytogenes EGD-e
YP_500416.1	3	120	333	PF02746	Q5L1G9_GEOKA_5-127	2	108	122	2.1e-14	51.1	0.94	Geobacillus kaustophilus HTA426
YP_500416.1	133	325	333	PF13378	Q1IPL2_KORVE_144-357	9	192	206	7.5e-27	91.9	0.89	Candidatus Koribacter versatilis Ellin345
YP_500417.1	5	402	492	PF00501	HMMer-3	3	422	423	8.2e-78	259.2	0.9	HMMer-3 model
YP_500417.1	403	490	492	PF14535	Q2GA57_NOVAD_476-571	1	89	91	7.4e-18	62.4	0.97	Novosphingobium aromaticivorans DSM 12444
YP_500418.1	25	151	151	PF16253	HMMer-3	1	127	127	7.7e-91	297.8	1.0	HMMer-3 model
YP_500419.1	177	212	216	PF05901	Q2G2Y4_STAA8_177-212	1	36	36	1.7e-12	45.2	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500420.1	81	214	331	PF11611	HMMer-3	1	125	125	1.5e-36	122.8	0.97	HMMer-3 model
YP_500421.1	129	151	208	PF07004	G1KU35_ANOCA_178-207	13	28	30	0.00096	16.4	0.89	Anolis carolinensis
YP_500422.1	5	105	114	PF13108	HMMer-3	2	105	106	1.2e-32	109.5	0.98	HMMer-3 model
YP_500424.1	73	207	213	PF06114	I5AWX1_EUBCE_51-190	2	127	128	1.5e-19	67.3	0.89	[Eubacterium] cellulosolvens 6
YP_500427.1	2	31	127	PF04239	M1M111_9CLOT_167-237	24	43	57	0.00056	17.0	0.92	Clostridium saccharoperbutylacetonicum N1-4(HMT)
YP_500427.1	55	123	127	PF13488	C4ZC90_AGARV_732-779	6	39	46	0.00051	17.3	0.85	[Eubacterium] rectale ATCC 33656
YP_500429.1	2	42	47	PF01527	D3P201_AZOS1_40-130	2	42	88	7.6e-12	42.8	0.95	Azospirillum sp. B510
YP_500431.1	25	112	119	PF07252	HMMer-3	1	88	88	8.6e-37	122.7	0.99	HMMer-3 model
YP_500432.1	330	564	1370	PF14516	W0V9J4_9BURK_8-335	19	220	234	2.1e-13	48.0	0.8	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628
YP_500433.1	19	201	399	PF01420	A5IZ05_MYCAP_16-196	1	179	179	7.6e-41	138.1	0.87	Mycoplasma agalactiae PG2
YP_500433.1	227	388	399	PF01420	R6ES80_9FIRM_211-376	3	163	164	7e-29	99.0	0.87	Firmicutes bacterium CAG:145
YP_500434.1	75	227	579	PF12161	I7F0I0_PHAIB_8-149	1	139	142	8e-31	105.0	0.85	Phaeobacter inhibens DSM 17395
YP_500434.1	237	541	579	PF02384	HMMer-3	3	310	312	1.8e-111	369.7	0.96	HMMer-3 model
YP_500435.1	3	28	44	PF08432	F4P5S0_BATDJ_159-242	16	38	53	0.00014	19.3	0.94	Batrachochytrium dendrobatidis JAM81
YP_500436.1	60	206	239	PF13365	D2BAE5_STRRD_123-274	1	145	145	4.7e-26	89.4	0.82	Streptosporangium roseum DSM 43021
YP_500437.1	60	205	238	PF13365	D2BAE5_STRRD_123-274	1	145	145	7.8e-28	95.1	0.86	Streptosporangium roseum DSM 43021
YP_500438.1	5	33	35	PF08355	A0A058YZP3_9EUKA_333-400	14	33	68	0.00075	16.7	0.89	Fonticula alba
YP_500439.1	60	206	239	PF13365	D2BAE5_STRRD_123-274	1	145	145	5.5e-26	89.1	0.82	Streptosporangium roseum DSM 43021
YP_500440.1	38	233	239	PF00089	HMMer-3	8	221	221	1e-24	84.9	0.87	HMMer-3 model
YP_500441.1	38	234	240	PF00089	HMMer-3	8	211	221	8.3e-27	91.8	0.84	HMMer-3 model
YP_500442.1	59	203	235	PF13365	A0A067BXK8_SAPPC_175-340	1	156	156	1.2e-24	84.9	0.81	Saprolegnia parasitica CBS 223.65
YP_500444.1	47	187	188	PF16229	HMMer-3	1	141	141	3.9e-96	315.9	1.0	HMMer-3 model
YP_500445.1	5	222	232	PF12679	A0A0B1Y2U9_9BACI_5-255	9	230	233	3.7e-11	40.3	0.82	Lysinibacillus sp. A1
YP_500446.1	19	207	253	PF13346	F3AKA8_9FIRM_16-244	2	178	178	1.1e-26	91.0	0.9	Lachnospiraceae bacterium 9_1_43BFAA
YP_500447.1	1	213	230	PF09818	Q59022_METJA_13-447	4	191	194	9.5e-47	156.4	0.87	Methanocaldococcus jannaschii DSM 2661
YP_500448.1	132	449	457	PF00082	A0A074SWY2_HAMHA_622-910	2	274	274	5e-59	197.3	0.81	Hammondia hammondi
YP_500449.1	3	161	172	PF02441	Q8EZB9_LEPIN_6-176	2	143	167	1.7e-35	119.9	0.93	Leptospira interrogans serovar Lai str. 56601
YP_500450.1	31	412	414	PF05147	HMMer-3	2	352	352	2.8e-87	289.9	0.92	HMMer-3 model
YP_500451.1	39	674	997	PF04738	HMMer-3	3	653	653	1e-151	503.6	0.96	HMMer-3 model
YP_500451.1	733	983	997	PF14028	Q2FXB3_STAA8_733-986	1	234	235	7.1e-54	180.3	0.96	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500452.1	2	47	47	PF02052	Q2FXB2_STAA8_1-47	1	46	46	2e-25	86.6	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500453.1	61	310	327	PF07968	Q2FVK1_STAA8_60-310	2	250	250	8.3e-98	324.5	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500454.1	47	292	301	PF07968	HMMer-3	1	255	255	1.6e-86	287.7	0.99	HMMer-3 model
YP_500455.1	81	154	179	PF15529	A0A0D4CKT6_9LACO_38-112	3	71	73	1.4e-20	70.5	0.96	Lactobacillus mucosae LM1
YP_500456.1	35	128	262	PF08861	B6ISM6_RHOCS_35-130	1	91	91	3.4e-27	91.9	0.97	Rhodospirillum centenum SW
YP_500456.1	166	254	262	PF08862	HMMer-3	1	86	87	3.4e-23	79.3	0.98	HMMer-3 model
YP_500457.1	12	178	184	PF06821	G4CII2_9NEIS_12-171	2	141	144	9.3e-21	71.9	0.85	Neisseria shayeganii 871
YP_500459.1	12	462	466	PF01593	Q2FXA5_STAA8_12-463	1	449	450	5.7e-141	468.1	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500460.1	5	304	307	PF00762	B9DMZ9_STACT_4-308	2	298	299	5.7e-81	269.5	0.98	Staphylococcus carnosus subsp. carnosus TM300
YP_500461.1	4	342	345	PF01208	HMMer-3	2	346	346	1.2e-121	403.4	0.98	HMMer-3 model
YP_500463.1	68	139	167	PF03992	I0JKB1_HALH3_64-139	10	73	74	1.3e-11	42.0	0.93	Halobacillus halophilus DSM 2266
YP_500464.1	7	372	407	PF05975	Q2G2F2_STAA8_6-387	1	363	364	6.3e-107	355.2	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500465.1	22	203	246	PF10443	A0A015MSK1_9GLOM_358-599	1	176	177	9.5e-42	140.6	0.94	Rhizophagus irregularis DAOM 197198w
YP_500466.1	2	112	140	PF02744	D7CKR7_SYNLT_182-335	3	108	111	7.1e-36	120.3	0.98	Syntrophothermus lipocalidus DSM 12680
YP_500467.1	77	121	121	PF16888	X2GWS6_9BACI_72-121	4	46	49	2.4e-09	34.0	0.93	Lysinibacillus varians
YP_500468.1	59	164	185	PF11667	X2GQ19_9BACI_57-164	2	101	104	1.6e-25	86.9	0.94	Lysinibacillus varians
YP_500469.1	51	125	320	PF13624	A0A0G0TS83_9BACT_84-165	14	71	77	1.8e-11	41.9	0.91	Microgenomates group bacterium GW2011_GWB1_40_9
YP_500469.1	146	245	320	PF00639	HMMer-3	1	96	97	3e-29	99.2	0.95	HMMer-3 model
YP_500470.1	17	88	313	PF01336	Q037X6_LACC3_18-90	1	71	72	2.3e-20	70.0	0.98	Lactobacillus paracasei ATCC 334
YP_500470.1	108	274	313	PF07514	F4HBJ6_GALAU_33-344	4	181	203	2.4e-29	99.9	0.92	Gallibacterium anatis UMN179
YP_500471.1	1	174	978	PF13514	A0A0M2SSP8_9BACI_1-207	1	165	169	4.8e-28	96.3	0.93	Bacillus campisalis
YP_500471.1	178	274	978	PF00529	Q74BA5_GEOSL_5-398	60	149	310	7.3e-05	19.8	0.91	Geobacter sulfurreducens PCA
YP_500471.1	381	508	978	PF08006	R2S4I2_9ENTE_1-182	4	119	165	5.4e-06	23.6	0.82	Enterococcus asini ATCC 700915
YP_500471.1	561	650	978	PF10473	HMMer-3	2	87	140	1.1e-06	26.1	0.96	HMMer-3 model
YP_500471.1	806	961	978	PF13166	M9RJ58_9RHOB_282-651	4	157	169	4.6e-23	79.4	0.91	Octadecabacter antarcticus 307
YP_500472.1	2	233	398	PF12850	I3YHF3_THIV6_1-233	2	215	216	1.7e-45	152.5	0.91	Thiocystis violascens DSM 198
YP_500472.1	264	349	398	PF05763	Q0W2Z7_METAR_675-813	19	84	122	0.00011	19.4	0.86	Methanocella arvoryzae MRE50
YP_500474.1	5	109	114	PF06133	R5RK46_9FIRM_4-107	2	104	105	3.6e-28	95.5	0.98	Firmicutes bacterium CAG:646
YP_500475.1	12	371	374	PF04286	Q2JHS8_SYNJB_11-405	1	381	382	7e-98	326.4	0.95	Synechococcus sp. JA-2-3B'a(2-13)
YP_500476.1	13	72	154	PF13413	Q46LZ3_PROMT_27-88	2	49	56	5.4e-10	36.5	0.93	Prochlorococcus marinus str. NATL2A
YP_500477.1	4	117	207	PF00072	HMMer-3	1	111	112	2.6e-28	95.8	0.97	HMMer-3 model
YP_500477.1	145	201	207	PF00196	HMMer-3	2	57	57	6.3e-24	80.7	0.98	HMMer-3 model
YP_500478.1	149	307	370	PF13796	I2MYE1_9ACTN_11-330	13	152	153	4.6e-28	95.8	0.92	Streptomyces tsukubensis NRRL18488
YP_500479.1	7	59	273	PF14451	A0A0F2NR50_9DELT_2-67	11	49	56	0.00066	16.8	0.89	Desulfobulbaceae bacterium BRH_c16a
YP_500479.1	82	230	273	PF00849	A0A087XQ59_POEFO_19-184	2	157	158	7.3e-33	111.5	0.94	Poecilia formosa
YP_500480.1	11	340	461	PF00206	HMMer-3	1	312	312	9.4e-115	380.6	0.97	HMMer-3 model
YP_500480.1	391	459	461	PF10415	W9EH73_9LACO_388-456	3	68	69	1.2e-29	99.7	0.98	Lactobacillus florum 8D
YP_500483.1	4	40	50	PF01242	A0A0A7EHQ3_9GAMM_18-87	18	37	51	0.00097	16.6	0.8	Pseudoalteromonas piratica
YP_500484.1	14	130	199	PF01182	A0A0A1RRE3_9FLAO_7-229	2	130	208	0.00022	18.5	0.91	Chryseobacterium oranimense G311
YP_500484.1	124	185	199	PF01182	F7W029_SORMK_7-244	175	227	228	1.2e-05	22.4	0.92	Sordaria macrospora k-hell
YP_500485.1	2	144	156	PF00588	HMMer-3	3	142	142	5.7e-33	111.4	0.93	HMMer-3 model
YP_500486.1	9	183	380	PF13486	A0A0M3DH09_9CLOT_56-239	2	149	150	7.1e-36	121.1	0.8	Paraclostridium benzoelyticum
YP_500486.1	200	255	380	PF13484	K4L166_9FIRM_1-63	1	56	56	1e-20	71.2	0.96	Dehalobacter sp. CF
YP_500486.1	299	375	380	PF13646	J7IQL3_DESMD_288-372	2	76	76	7.5e-14	49.2	0.95	Desulfosporosinus meridiei DSM 13257
YP_500487.1	1	224	242	PF09818	Q59022_METJA_13-447	2	192	194	1.2e-59	198.5	0.85	Methanocaldococcus jannaschii DSM 2661
YP_500487.1	217	242	242	PF08352	A9ITH3_BORPD_506-545	1	25	40	0.00015	18.8	0.94	Bordetella petrii DSM 12804
YP_500488.1	44	262	485	PF00497	X2H722_9GAMM_37-258	1	212	218	8.6e-58	192.8	0.92	Gilliamella apicola
YP_500488.1	280	481	485	PF00528	Q2SFT8_HAHCH_12-217	2	201	201	7.6e-40	134.2	0.97	Hahella chejuensis KCTC 2396
YP_500489.1	15	348	353	PF13303	R7ADK6_9BACE_13-352	1	325	326	9.8e-87	288.3	0.98	Bacteroides pectinophilus CAG:437
YP_500494.1	22	147	148	PF01475	I9LDT8_9FIRM_11-137	1	125	126	2.1e-42	141.5	0.97	Pelosinus fermentans B4
YP_500495.1	37	302	316	PF00389	Q162I3_ROSDO_42-346	4	268	269	4.6e-72	239.7	0.96	Roseobacter denitrificans OCh 114
YP_500496.1	4	133	151	PF00578	HMMer-3	2	121	124	1.9e-36	122.1	0.98	HMMer-3 model
YP_500497.2	41	423	429	PF00202	G4QFG6_GLANF_27-426	2	356	357	2.3e-95	317.7	0.98	Glaciecola nitratireducens FR1064
